Date,vix,vxo,vxn,vxd
06APR1995,12.81,13.76,,
07APR1995,12.85,12.92,,
10APR1995,12.79,12.61,,
11APR1995,12.73,12.13,,
12APR1995,12.04,11.34,,
13APR1995,11.48,10.88,,
17APR1995,12.33,12.48,,
18APR1995,12.96,12.97,,
19APR1995,13.09,12.57,,
20APR1995,12.10,12.09,,
21APR1995,11.86,11.81,,
24APR1995,11.92,12.76,,
25APR1995,12.41,12.81,,
26APR1995,12.28,12.70,,
27APR1995,11.93,12.79,,
28APR1995,11.75,12.00,,
01MAY1995,12.14,12.09,,
02MAY1995,11.88,12.06,,
03MAY1995,11.69,11.63,,
04MAY1995,12.64,12.76,,
05MAY1995,12.06,12.25,,
08MAY1995,12.22,12.08,,
09MAY1995,12.75,12.41,,
10MAY1995,13.08,12.63,,
11MAY1995,12.98,12.66,,
12MAY1995,11.84,12.19,,
15MAY1995,12.38,12.27,,
16MAY1995,12.20,12.69,,
17MAY1995,12.36,12.51,,
18MAY1995,13.13,12.69,,
19MAY1995,12.81,12.50,,
22MAY1995,11.68,12.02,,
23MAY1995,11.55,12.12,,
24MAY1995,11.26,12.49,,
25MAY1995,11.63,12.11,,
26MAY1995,12.20,12.41,,
30MAY1995,12.52,12.96,,
31MAY1995,12.85,14.56,,
01JUN1995,12.21,13.54,,
02JUN1995,12.98,13.97,,
05JUN1995,13.45,13.95,,
06JUN1995,13.00,14.04,,
07JUN1995,12.84,13.95,,
08JUN1995,12.89,13.80,,
09JUN1995,12.76,12.97,,
12JUN1995,11.91,12.70,,
13JUN1995,11.29,12.21,,
14JUN1995,11.29,12.49,,
15JUN1995,11.23,12.58,,
16JUN1995,10.75,12.24,,
19JUN1995,11.21,13.30,,
20JUN1995,11.16,13.23,,
21JUN1995,11.32,13.18,,
22JUN1995,11.44,13.28,,
23JUN1995,11.12,12.55,,
26JUN1995,11.80,13.01,,
27JUN1995,12.37,13.92,,
28JUN1995,11.74,13.19,,
29JUN1995,11.59,12.96,,
30JUN1995,11.38,12.88,,
03JUL1995,11.57,12.70,,
05JUL1995,12.10,13.41,,
06JUL1995,11.52,13.07,,
07JUL1995,11.77,13.55,,
10JUL1995,12.19,13.83,,
11JUL1995,12.25,14.02,,
12JUL1995,12.31,14.18,,
13JUL1995,12.56,14.22,,
14JUL1995,12.08,13.96,,
17JUL1995,12.26,14.13,,
18JUL1995,12.68,14.80,,
19JUL1995,13.49,14.97,,
20JUL1995,12.78,14.55,,
21JUL1995,12.37,13.92,,
24JUL1995,12.55,14.19,,
25JUL1995,12.77,14.25,,
26JUL1995,13.18,14.50,,
27JUL1995,13.18,14.58,,
28JUL1995,13.18,14.40,,
31JUL1995,13.49,14.30,,
01AUG1995,13.56,14.55,,
02AUG1995,13.66,14.67,,
03AUG1995,13.78,14.57,,
04AUG1995,13.21,14.10,,
07AUG1995,13.10,13.88,,
08AUG1995,13.06,13.10,,
09AUG1995,12.75,13.61,,
10AUG1995,13.00,13.95,,
11AUG1995,12.90,13.55,,
14AUG1995,13.24,13.09,,
15AUG1995,12.35,12.94,,
16AUG1995,12.45,13.13,,
17AUG1995,12.13,12.78,,
18AUG1995,12.03,12.66,,
21AUG1995,13.42,13.03,,
22AUG1995,12.60,13.23,,
23AUG1995,13.17,13.91,,
24AUG1995,12.94,13.47,,
25AUG1995,12.33,12.99,,
28AUG1995,12.48,13.01,,
29AUG1995,12.65,12.45,,
30AUG1995,12.03,12.36,,
31AUG1995,11.52,11.99,,
01SEP1995,11.29,11.43,,
05SEP1995,11.65,11.85,,
06SEP1995,11.65,12.03,,
07SEP1995,11.85,12.14,,
08SEP1995,11.16,11.81,,
11SEP1995,11.51,11.78,,
12SEP1995,11.46,11.74,,
13SEP1995,11.35,11.70,,
14SEP1995,11.10,12.01,,
15SEP1995,11.58,12.03,,
18SEP1995,12.34,12.52,,
19SEP1995,12.67,12.63,,
20SEP1995,12.35,12.39,,
21SEP1995,12.50,12.42,,
22SEP1995,12.46,12.71,,
25SEP1995,13.22,12.75,,
26SEP1995,12.90,12.70,,
27SEP1995,12.90,12.58,,
28SEP1995,12.46,12.53,,
29SEP1995,12.74,12.99,,
02OCT1995,13.95,14.23,,
03OCT1995,14.50,14.15,,
04OCT1995,14.86,14.94,,
05OCT1995,15.74,14.95,,
06OCT1995,13.98,13.65,,
09OCT1995,14.85,14.81,,
10OCT1995,14.97,14.16,,
11OCT1995,14.57,14.24,,
12OCT1995,14.24,13.69,,
13OCT1995,13.67,13.75,,
16OCT1995,14.62,14.33,,
17OCT1995,14.03,13.80,,
18OCT1995,14.05,13.95,,
19OCT1995,13.55,13.10,,
20OCT1995,13.46,13.36,,
23OCT1995,14.17,13.81,,
24OCT1995,13.85,13.60,,
25OCT1995,14.49,14.92,,
26OCT1995,15.59,15.72,,
27OCT1995,14.63,15.02,,
30OCT1995,14.26,14.42,,
31OCT1995,13.83,14.42,,
01NOV1995,13.41,13.70,,
02NOV1995,13.19,13.56,,
03NOV1995,12.26,12.68,,
06NOV1995,12.74,13.17,,
07NOV1995,13.05,13.30,,
08NOV1995,12.16,12.72,,
09NOV1995,12.46,12.92,,
10NOV1995,12.97,13.59,,
13NOV1995,13.20,13.86,,
14NOV1995,13.38,14.00,,
15NOV1995,12.95,13.93,,
16NOV1995,12.57,13.76,,
17NOV1995,12.49,13.30,,
20NOV1995,12.37,13.17,,
21NOV1995,11.74,12.11,,
22NOV1995,11.81,12.24,,
24NOV1995,11.87,12.47,,
27NOV1995,12.43,12.57,,
28NOV1995,11.57,11.69,,
29NOV1995,11.65,11.62,,
30NOV1995,11.58,12.05,,
01DEC1995,11.11,11.21,,
04DEC1995,10.66,10.85,,
05DEC1995,11.65,11.70,,
06DEC1995,12.70,12.92,,
07DEC1995,12.74,12.64,,
08DEC1995,11.12,11.77,,
11DEC1995,11.06,11.34,,
12DEC1995,10.63,11.30,,
13DEC1995,10.36,10.94,,
14DEC1995,11.07,11.75,,
15DEC1995,11.44,12.21,,
18DEC1995,14.55,15.01,,
19DEC1995,13.16,12.52,,
20DEC1995,12.20,12.94,,
21DEC1995,10.77,12.04,,
22DEC1995,11.51,12.17,,
26DEC1995,11.49,12.28,,
27DEC1995,11.98,13.00,,
28DEC1995,12.25,13.28,,
29DEC1995,12.52,13.89,,
02JAN1996,12.19,13.25,,
03JAN1996,12.10,12.74,,
04JAN1996,13.78,14.00,,
05JAN1996,13.58,13.87,,
08JAN1996,13.11,12.94,,
09JAN1996,15.21,15.64,,
10JAN1996,16.40,17.33,,
11JAN1996,14.69,15.01,,
12JAN1996,14.23,14.96,,
15JAN1996,14.99,16.20,,
16JAN1996,14.09,14.56,,
17JAN1996,14.25,15.02,,
18JAN1996,13.58,14.38,,
19JAN1996,12.70,13.60,,
22JAN1996,13.34,13.93,,
23JAN1996,13.56,13.86,,
24JAN1996,12.54,13.53,,
25JAN1996,12.94,13.58,,
26JAN1996,12.00,13.11,,
29JAN1996,12.19,12.90,,
30JAN1996,12.42,13.61,,
31JAN1996,12.53,13.29,,
01FEB1996,12.65,13.39,,
02FEB1996,13.23,13.74,,
05FEB1996,13.46,13.84,,
06FEB1996,14.59,15.26,,
07FEB1996,14.11,15.04,,
08FEB1996,13.89,16.17,,
09FEB1996,14.63,16.11,,
12FEB1996,14.69,17.06,,
13FEB1996,14.94,16.72,,
14FEB1996,15.59,17.17,,
15FEB1996,16.13,17.81,,
16FEB1996,15.37,16.95,,
20FEB1996,16.80,17.79,,
21FEB1996,14.47,15.21,,
22FEB1996,14.56,15.80,,
23FEB1996,14.78,15.70,,
26FEB1996,16.38,17.43,,
27FEB1996,16.63,17.50,,
28FEB1996,16.72,17.72,,
29FEB1996,17.04,18.35,,
01MAR1996,16.72,17.96,,
04MAR1996,16.67,17.77,,
05MAR1996,16.10,16.59,,
06MAR1996,16.56,17.90,,
07MAR1996,16.49,17.64,,
08MAR1996,20.70,24.37,,
11MAR1996,19.40,19.29,,
12MAR1996,19.09,19.84,,
13MAR1996,18.13,19.83,,
14MAR1996,16.93,18.80,,
15MAR1996,16.54,18.09,,
18MAR1996,17.31,18.68,,
19MAR1996,18.35,19.71,,
20MAR1996,18.66,19.51,,
21MAR1996,17.74,19.39,,
22MAR1996,17.05,18.68,,
25MAR1996,17.84,18.87,,
26MAR1996,17.80,18.82,,
27MAR1996,17.89,19.57,,
28MAR1996,18.16,19.12,,
29MAR1996,18.88,20.29,,
01APR1996,17.90,18.78,,
02APR1996,16.45,17.23,,
03APR1996,16.33,17.42,,
04APR1996,16.18,17.51,,
08APR1996,18.72,18.85,,
09APR1996,17.32,18.64,,
10APR1996,20.22,21.71,,
11APR1996,19.65,20.77,,
12APR1996,17.38,19.20,,
15APR1996,16.83,17.82,,
16APR1996,16.45,17.55,,
17APR1996,17.07,18.22,,
18APR1996,16.41,17.42,,
19APR1996,15.12,15.95,,
22APR1996,15.38,15.88,,
23APR1996,15.01,15.50,,
24APR1996,14.91,15.59,,
25APR1996,14.72,15.56,,
26APR1996,14.75,15.39,,
29APR1996,15.45,15.94,,
30APR1996,15.83,16.84,,
01MAY1996,16.07,17.07,,
02MAY1996,18.62,19.01,,
03MAY1996,16.70,17.46,,
06MAY1996,16.92,17.03,,
07MAY1996,16.87,16.83,,
08MAY1996,15.78,15.84,,
09MAY1996,16.99,17.20,,
10MAY1996,15.61,15.94,,
13MAY1996,15.16,16.47,,
14MAY1996,14.90,16.12,,
15MAY1996,15.59,16.50,,
16MAY1996,15.71,16.80,,
17MAY1996,15.13,16.34,,
20MAY1996,15.80,16.51,,
21MAY1996,16.00,17.25,,
22MAY1996,15.50,16.81,,
23MAY1996,16.17,17.25,,
24MAY1996,15.54,16.70,,
28MAY1996,16.92,17.84,,
29MAY1996,17.15,18.13,,
30MAY1996,16.02,16.83,,
31MAY1996,16.07,17.34,,
03JUN1996,16.86,17.75,,
04JUN1996,16.18,17.31,,
05JUN1996,16.04,17.14,,
06JUN1996,16.84,18.23,,
07JUN1996,16.10,17.51,,
10JUN1996,16.78,17.87,,
11JUN1996,16.68,17.80,,
12JUN1996,17.00,18.56,,
13JUN1996,17.12,18.21,,
14JUN1996,18.64,18.48,,
17JUN1996,17.46,18.45,,
18JUN1996,17.45,19.14,,
19JUN1996,17.54,18.72,,
20JUN1996,16.97,18.38,,
21JUN1996,15.80,17.57,,
24JUN1996,15.91,17.30,,
25JUN1996,15.43,16.83,,
26JUN1996,15.23,16.97,,
27JUN1996,14.19,16.09,,
28JUN1996,13.68,15.20,,
01JUL1996,13.78,15.08,,
02JUL1996,14.19,15.71,,
03JUL1996,14.21,15.76,,
05JUL1996,16.09,18.10,,
08JUL1996,16.42,18.39,,
09JUL1996,15.49,17.30,,
10JUL1996,15.51,16.46,,
11JUL1996,17.81,18.81,,
12JUL1996,17.09,18.26,,
15JUL1996,20.11,22.65,,
16JUL1996,20.10,22.05,,
17JUL1996,19.22,20.97,,
18JUL1996,17.93,18.33,,
19JUL1996,17.26,18.48,,
22JUL1996,20.41,21.53,,
23JUL1996,21.55,24.43,,
24JUL1996,21.44,22.83,,
25JUL1996,19.39,20.10,,
26JUL1996,17.45,18.62,,
29JUL1996,20.09,20.80,,
30JUL1996,20.53,20.67,,
31JUL1996,19.46,20.19,,
01AUG1996,18.76,19.38,,
02AUG1996,16.19,17.09,,
05AUG1996,17.36,17.47,,
06AUG1996,16.93,17.08,,
07AUG1996,16.24,16.73,,
08AUG1996,16.04,16.84,,
09AUG1996,15.77,16.26,,
12AUG1996,15.57,16.34,,
13AUG1996,16.41,16.82,,
14AUG1996,15.96,16.53,,
15AUG1996,15.46,16.29,,
16AUG1996,14.81,16.13,,
19AUG1996,15.27,16.15,,
20AUG1996,14.73,15.80,,
21AUG1996,14.52,15.26,,
22AUG1996,13.71,14.77,,
23AUG1996,14.18,15.20,,
26AUG1996,15.38,15.93,,
27AUG1996,15.11,15.84,,
28AUG1996,15.10,15.99,,
29AUG1996,16.22,16.98,,
30AUG1996,17.01,17.64,,
03SEP1996,18.47,18.75,,
04SEP1996,18.64,18.88,,
05SEP1996,20.51,21.14,,
06SEP1996,17.10,17.93,,
09SEP1996,16.36,16.79,,
10SEP1996,16.25,16.66,,
11SEP1996,16.06,16.64,,
12SEP1996,15.97,16.67,,
13SEP1996,15.20,16.06,,
16SEP1996,15.43,16.38,,
17SEP1996,15.74,16.49,,
18SEP1996,15.86,16.87,,
19SEP1996,16.03,16.85,,
20SEP1996,15.65,16.20,,
23SEP1996,16.46,17.22,,
24SEP1996,16.45,16.67,,
25SEP1996,16.22,17.01,,
26SEP1996,16.11,17.23,,
27SEP1996,16.10,17.26,,
30SEP1996,16.95,17.87,,
01OCT1996,17.05,17.70,,
02OCT1996,16.78,17.48,,
03OCT1996,16.77,18.08,,
04OCT1996,14.80,16.36,,
07OCT1996,15.11,16.16,,
08OCT1996,15.58,16.37,,
09OCT1996,16.09,16.75,,
10OCT1996,16.26,16.86,,
11OCT1996,15.07,15.51,,
14OCT1996,15.13,16.04,,
15OCT1996,15.83,17.01,,
16OCT1996,15.60,16.42,,
17OCT1996,15.41,16.51,,
18OCT1996,15.08,16.38,,
21OCT1996,15.98,17.09,,
22OCT1996,16.40,17.23,,
23OCT1996,16.45,17.25,,
24OCT1996,16.89,18.35,,
25OCT1996,17.29,18.66,,
28OCT1996,18.34,19.25,,
29OCT1996,18.28,19.46,,
30OCT1996,18.48,19.38,,
31OCT1996,18.11,19.93,,
01NOV1996,17.89,19.43,,
04NOV1996,18.04,18.57,,
05NOV1996,17.65,18.23,,
06NOV1996,16.97,17.22,,
07NOV1996,17.21,17.86,,
08NOV1996,15.78,16.05,,
11NOV1996,14.04,16.66,,
12NOV1996,15.36,16.75,,
13NOV1996,14.89,15.92,,
14NOV1996,13.79,15.16,,
15NOV1996,14.36,15.97,,
18NOV1996,15.12,16.04,,
19NOV1996,15.23,16.16,,
20NOV1996,15.94,17.27,,
21NOV1996,15.77,16.84,,
22NOV1996,14.92,16.15,,
25NOV1996,15.91,17.77,,
26NOV1996,16.97,18.33,,
27NOV1996,16.96,18.20,,
29NOV1996,17.14,18.70,,
02DEC1996,17.93,18.69,,
03DEC1996,18.68,19.77,,
04DEC1996,17.93,18.85,,
05DEC1996,18.14,19.90,,
06DEC1996,18.82,20.44,,
09DEC1996,17.75,18.27,,
10DEC1996,17.88,18.85,,
11DEC1996,19.68,20.59,,
12DEC1996,20.45,21.79,,
13DEC1996,21.09,22.26,,
16DEC1996,21.99,,,
17DEC1996,20.77,22.08,,
18DEC1996,19.42,20.68,,
19DEC1996,18.77,19.66,,
20DEC1996,18.85,19.69,,
23DEC1996,19.50,19.93,,
24DEC1996,18.68,18.95,,
26DEC1996,18.59,19.60,,
27DEC1996,19.13,20.35,,
30DEC1996,19.51,20.25,,
31DEC1996,20.92,21.67,,
02JAN1997,21.14,21.89,,
03JAN1997,19.13,19.99,,
06JAN1997,19.89,20.49,,
07JAN1997,19.35,19.99,,
08JAN1997,20.24,21.18,,
09JAN1997,20.91,21.65,,
10JAN1997,19.63,21.76,,
13JAN1997,19.84,21.56,,
14JAN1997,19.27,21.43,,
15JAN1997,19.40,21.87,,
16JAN1997,19.61,21.96,,
17JAN1997,18.63,20.87,,
20JAN1997,18.60,20.25,,
21JAN1997,17.81,19.51,,
22JAN1997,17.09,18.55,,
23JAN1997,18.47,20.77,,
24JAN1997,19.33,20.66,,
27JAN1997,20.16,21.77,,
28JAN1997,20.74,22.47,,
29JAN1997,20.23,21.77,,
30JAN1997,19.47,21.48,,
31JAN1997,,20.82,,
03FEB1997,19.58,20.54,,
04FEB1997,19.43,20.64,,
05FEB1997,21.06,22.13,,
06FEB1997,20.16,21.73,,
07FEB1997,18.90,20.69,,
10FEB1997,20.65,21.88,,
11FEB1997,19.97,20.73,,
12FEB1997,19.48,21.06,,
13FEB1997,19.23,20.93,,
14FEB1997,19.18,20.51,,
18FEB1997,19.70,21.21,,
19FEB1997,20.61,22.46,,
20FEB1997,21.41,23.59,,
21FEB1997,20.55,22.19,,
24FEB1997,19.84,21.30,,
25FEB1997,19.98,20.47,,
26FEB1997,20.74,22.28,,
27FEB1997,21.08,23.51,,
28FEB1997,21.10,23.46,,
03MAR1997,20.89,22.05,,
04MAR1997,20.62,22.81,,
05MAR1997,19.49,21.44,,
06MAR1997,20.48,22.88,,
07MAR1997,19.32,21.58,,
10MAR1997,19.00,20.53,,
11MAR1997,19.25,20.72,,
12MAR1997,19.61,21.63,,
13MAR1997,19.79,23.00,,
14MAR1997,19.81,21.83,,
17MAR1997,20.95,23.04,,
18MAR1997,21.26,24.28,,
19MAR1997,21.74,23.75,,
20MAR1997,21.22,23.76,,
21MAR1997,19.69,21.88,,
24MAR1997,20.06,21.84,,
25MAR1997,19.26,21.02,,
26MAR1997,18.32,20.27,,
27MAR1997,20.50,22.77,,
31MAR1997,22.14,24.99,,
01APR1997,20.84,22.81,,
02APR1997,21.30,23.58,,
03APR1997,21.19,23.37,,
04APR1997,19.23,21.53,,
07APR1997,18.51,19.83,,
08APR1997,18.44,19.67,,
09APR1997,18.56,20.59,,
10APR1997,19.01,21.03,,
11APR1997,19.76,22.21,,
14APR1997,19.09,21.70,,
15APR1997,18.25,20.84,,
16APR1997,17.64,20.49,,
17APR1997,18.71,20.78,,
18APR1997,18.75,20.48,,
21APR1997,20.10,21.17,,
22APR1997,19.52,21.17,,
23APR1997,20.48,22.21,,
24APR1997,20.83,22.38,,
25APR1997,21.15,22.73,,
28APR1997,21.34,22.10,,
29APR1997,19.81,21.31,,
30APR1997,20.06,21.19,,
01MAY1997,19.87,21.52,,
02MAY1997,17.51,19.01,,
05MAY1997,20.13,22.27,,
06MAY1997,20.85,22.24,,
07MAY1997,21.34,22.60,,
08MAY1997,21.26,22.57,,
09MAY1997,20.11,21.90,,
12MAY1997,20.25,21.96,,
13MAY1997,20.81,22.35,,
14MAY1997,21.09,23.47,,
15MAY1997,19.91,21.16,,
16MAY1997,21.57,24.21,,
19MAY1997,21.48,23.64,,
20MAY1997,19.26,21.70,,
21MAY1997,19.28,21.34,,
22MAY1997,18.77,21.00,,
23MAY1997,18.08,20.44,,
27MAY1997,19.36,21.72,,
28MAY1997,19.28,21.63,,
29MAY1997,19.02,21.63,,
30MAY1997,19.19,22.12,,
02JUN1997,20.85,21.92,,
03JUN1997,20.01,22.47,,
04JUN1997,20.10,22.72,,
05JUN1997,20.36,22.97,,
06JUN1997,18.94,22.13,,
09JUN1997,19.46,21.89,,
10JUN1997,19.04,21.44,,
11JUN1997,18.85,21.45,,
12JUN1997,18.51,22.06,,
13JUN1997,19.27,22.61,,
16JUN1997,19.77,22.88,,
17JUN1997,20.17,22.99,,
18JUN1997,20.45,22.82,,
19JUN1997,20.10,22.89,,
20JUN1997,20.20,22.44,,
23JUN1997,21.19,24.11,,
24JUN1997,20.74,22.68,,
25JUN1997,21.50,24.25,,
26JUN1997,21.82,23.97,,
27JUN1997,21.22,23.58,,
30JUN1997,21.53,23.34,,
01JUL1997,21.00,23.38,,
02JUL1997,19.70,21.42,,
03JUL1997,17.82,20.47,,
07JUL1997,19.13,21.81,,
08JUL1997,18.76,21.14,,
09JUL1997,20.40,23.60,,
10JUL1997,19.92,22.41,,
11JUL1997,19.06,22.03,,
14JUL1997,19.58,23.12,,
15JUL1997,19.00,22.59,,
16JUL1997,19.36,22.63,,
17JUL1997,20.54,24.14,,
18JUL1997,22.28,26.12,,
21JUL1997,23.51,26.28,,
22JUL1997,21.77,24.26,,
23JUL1997,21.30,24.04,,
24JUL1997,20.96,23.48,,
25JUL1997,20.82,23.49,,
28JUL1997,21.84,23.85,,
29JUL1997,22.02,24.04,,
30JUL1997,21.39,23.40,,
31JUL1997,21.48,23.75,,
01AUG1997,22.29,24.20,,
04AUG1997,21.94,22.43,,
05AUG1997,20.64,21.83,,
06AUG1997,20.05,20.89,,
07AUG1997,19.77,20.91,,
08AUG1997,22.46,24.30,,
11AUG1997,22.77,25.08,,
12AUG1997,23.75,25.30,,
13AUG1997,24.52,26.05,,
14AUG1997,23.11,25.99,,
15AUG1997,24.45,28.14,,
18AUG1997,24.37,26.14,,
19AUG1997,22.64,24.39,,
20AUG1997,21.09,23.22,,
21AUG1997,23.83,26.82,,
22AUG1997,24.74,26.71,,
25AUG1997,24.10,26.39,,
26AUG1997,24.73,27.25,,
27AUG1997,24.26,26.90,,
28AUG1997,24.51,27.35,,
29AUG1997,24.76,27.94,,
02SEP1997,24.53,26.75,,
03SEP1997,24.95,27.02,,
04SEP1997,25.27,28.28,,
05SEP1997,24.31,26.62,,
08SEP1997,24.40,26.27,,
09SEP1997,23.89,25.44,,
10SEP1997,24.64,27.50,,
11SEP1997,25.99,27.55,,
12SEP1997,25.17,27.09,,
15SEP1997,25.74,27.26,,
16SEP1997,23.77,25.62,,
17SEP1997,24.10,25.87,,
18SEP1997,23.48,25.57,,
19SEP1997,22.74,24.43,,
22SEP1997,22.08,23.37,,
23SEP1997,22.00,23.17,,
24SEP1997,22.64,23.89,,
25SEP1997,22.96,24.68,,
26SEP1997,22.26,23.82,,
29SEP1997,22.23,22.95,,
30SEP1997,22.91,24.30,,
01OCT1997,22.32,23.69,,
02OCT1997,22.27,24.17,,
03OCT1997,21.54,23.04,,
06OCT1997,21.61,22.31,,
07OCT1997,20.29,21.25,,21.48
08OCT1997,20.77,22.16,,21.62
09OCT1997,22.31,22.23,,21.76
10OCT1997,19.75,22.50,,21.63
13OCT1997,20.26,22.51,,22.33
14OCT1997,19.99,22.10,,22.15
15OCT1997,20.05,23.03,,22.09
16OCT1997,20.53,23.62,,22.18
17OCT1997,21.69,23.94,,22.37
20OCT1997,20.72,22.24,,22.12
21OCT1997,19.53,21.79,,21.44
22OCT1997,19.86,21.90,,21.39
23OCT1997,22.99,25.34,,23.24
24OCT1997,23.17,26.05,,23.69
27OCT1997,31.12,39.96,,
28OCT1997,31.22,30.46,,31.20
29OCT1997,33.75,32.31,,33.07
30OCT1997,38.20,37.96,,36.48
31OCT1997,35.09,34.46,,33.68
03NOV1997,32.09,30.26,,31.48
04NOV1997,32.24,31.19,,31.81
05NOV1997,32.18,30.68,,31.54
06NOV1997,32.57,31.49,,31.73
07NOV1997,36.27,35.29,,34.25
10NOV1997,36.63,36.76,,36.16
11NOV1997,36.38,35.24,,34.17
12NOV1997,37.84,37.78,,35.96
13NOV1997,36.64,36.98,,35.26
14NOV1997,33.66,33.04,,32.40
17NOV1997,31.58,30.11,,30.36
18NOV1997,31.55,31.78,,29.61
19NOV1997,29.93,30.20,,28.67
20NOV1997,27.32,27.98,,27.01
21NOV1997,26.65,26.75,,26.01
24NOV1997,29.80,29.63,,28.87
25NOV1997,28.95,28.70,,28.15
26NOV1997,,27.99,,26.96
28NOV1997,27.43,27.31,,27.01
01DEC1997,26.01,24.88,,25.40
02DEC1997,25.66,25.14,,25.47
03DEC1997,23.92,22.87,,23.67
04DEC1997,23.84,24.04,,24.33
05DEC1997,22.65,22.59,,22.75
08DEC1997,23.22,22.15,,23.44
09DEC1997,23.36,22.63,,23.15
10DEC1997,24.55,25.03,,24.83
11DEC1997,27.63,27.99,,27.44
12DEC1997,27.92,29.14,,27.64
15DEC1997,27.37,27.44,,26.95
16DEC1997,26.11,26.26,,25.76
17DEC1997,26.33,27.01,,25.97
18DEC1997,27.19,28.04,,27.47
19DEC1997,29.18,29.10,,29.07
22DEC1997,28.56,28.72,,28.08
23DEC1997,29.86,30.47,,29.33
24DEC1997,30.27,31.11,,29.10
26DEC1997,29.27,31.24,,28.55
29DEC1997,26.79,27.24,,26.55
30DEC1997,24.38,24.93,,24.13
31DEC1997,24.01,24.89,,23.92
02JAN1998,23.42,24.14,,23.37
05JAN1998,24.36,24.29,,24.18
06JAN1998,25.66,25.63,,25.25
07JAN1998,25.07,26.24,,25.21
08JAN1998,26.01,26.21,,25.69
09JAN1998,28.69,34.46,,29.45
12JAN1998,28.02,29.64,,27.79
13JAN1998,25.17,25.93,,25.16
14JAN1998,23.75,24.21,,23.78
15JAN1998,23.45,24.56,,23.95
16JAN1998,21.65,22.23,,22.16
20JAN1998,21.65,21.69,,22.04
21JAN1998,22.53,22.09,,21.95
22JAN1998,23.16,23.10,,23.09
23JAN1998,23.32,23.52,,22.99
26JAN1998,23.97,23.24,,23.60
27JAN1998,22.27,22.22,,22.57
28JAN1998,22.06,21.90,,22.18
29JAN1998,21.65,21.55,,21.71
30JAN1998,21.47,21.70,,21.66
02FEB1998,21.36,21.40,,21.67
03FEB1998,20.67,21.06,,21.24
04FEB1998,20.55,21.67,,21.08
05FEB1998,21.29,22.04,,21.37
06FEB1998,20.51,21.13,,20.89
09FEB1998,21.55,21.36,,21.70
10FEB1998,20.66,20.91,,21.12
11FEB1998,20.38,20.64,,20.55
12FEB1998,19.73,20.04,,20.00
13FEB1998,19.84,19.92,,19.94
17FEB1998,20.76,21.20,,20.65
18FEB1998,19.66,20.10,,19.66
19FEB1998,19.88,20.39,,19.92
20FEB1998,19.00,19.55,,19.30
23FEB1998,18.99,19.12,,19.34
24FEB1998,19.35,19.98,,19.74
25FEB1998,18.62,18.86,,19.03
26FEB1998,18.63,19.18,,19.09
27FEB1998,18.55,19.43,,19.05
02MAR1998,19.19,19.55,,19.72
03MAR1998,19.04,19.47,,19.18
04MAR1998,19.58,19.84,,19.67
05MAR1998,20.93,22.13,,21.11
06MAR1998,19.14,19.75,,19.30
09MAR1998,20.23,20.26,,20.20
10MAR1998,19.43,19.60,,19.49
11MAR1998,18.89,19.02,,18.84
12MAR1998,18.25,18.15,,17.84
13MAR1998,18.71,19.13,,18.64
16MAR1998,18.51,18.97,,18.03
17MAR1998,18.66,19.08,,18.01
18MAR1998,18.29,18.57,,17.67
19MAR1998,17.76,18.28,,17.39
20MAR1998,18.69,19.37,,17.87
23MAR1998,19.98,20.49,,20.57
24MAR1998,20.51,21.00,,20.41
25MAR1998,22.54,23.08,,22.55
26MAR1998,22.81,23.02,,22.33
27MAR1998,23.47,24.40,,22.83
30MAR1998,24.66,24.54,,24.07
31MAR1998,24.22,24.25,,23.81
01APR1998,23.37,23.22,,22.90
02APR1998,21.98,22.43,,22.18
03APR1998,21.82,22.26,,21.83
06APR1998,22.47,22.41,,23.75
07APR1998,23.66,23.71,,23.69
08APR1998,23.17,23.66,,24.21
09APR1998,21.51,21.96,,22.23
13APR1998,22.77,23.38,,22.45
14APR1998,21.61,22.63,,20.50
15APR1998,20.89,21.42,,20.88
16APR1998,22.06,23.46,,22.34
17APR1998,20.76,21.44,,20.25
20APR1998,20.39,20.86,,20.78
21APR1998,19.91,20.03,,19.67
22APR1998,19.44,19.80,,19.46
23APR1998,20.60,21.54,,20.69
24APR1998,21.97,23.07,,22.43
27APR1998,26.09,26.45,,25.68
28APR1998,24.17,24.74,,24.21
29APR1998,22.78,23.24,,22.80
30APR1998,21.18,21.59,,21.61
01MAY1998,19.34,19.97,,19.90
04MAY1998,20.32,20.16,,20.79
05MAY1998,21.46,21.44,,21.70
06MAY1998,22.79,23.02,,22.81
07MAY1998,23.39,23.84,,23.48
08MAY1998,20.57,21.20,,21.06
11MAY1998,21.05,22.55,,21.77
12MAY1998,20.98,21.16,,21.04
13MAY1998,20.44,21.10,,20.85
14MAY1998,19.64,20.66,,20.07
15MAY1998,20.44,21.35,,20.31
18MAY1998,21.69,21.44,,21.87
19MAY1998,20.39,20.30,,19.94
20MAY1998,19.89,20.57,,19.33
21MAY1998,19.38,19.92,,19.22
22MAY1998,18.99,20.19,,18.71
26MAY1998,22.07,22.69,,22.76
27MAY1998,22.59,23.04,,21.97
28MAY1998,20.74,21.48,,20.81
29MAY1998,21.32,22.89,,21.84
01JUN1998,22.83,23.52,,22.79
02JUN1998,22.00,22.61,,22.25
03JUN1998,22.85,23.83,,23.35
